"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.192851000E0,-5.410520826E-4,1.151917269E-3,-5.585053586E-4
1.196851000E0,-1.780235791E-3,-1.762782573E-3,-1.570796303E-4
1.200851000E0,-1.186823938E-3,0.000000000E0,-5.235987919E-5
1.204851000E0,2.792526793E-4,6.108652451E-4,-6.283185212E-4
1.208849437E0,-6.632251316E-4,3.141592606E-4,-1.745329209E-4
1.212849437E0,-6.108652451E-4,1.151917269E-3,-1.117010717E-3
1.216849437E0,-1.797689125E-3,3.141592606E-4,-1.204277156E-3
1.220851000E0,1.396263397E-4,-1.396263367E-3,-1.082104165E-3
1.224849437E0,1.919862116E-4,-4.886921961E-4,-1.570796303E-4
1.228849437E0,-3.682644805E-3,-1.605702913E-3,-2.094395168E-4
1.232849437E0,-9.424777818E-4,-1.919862116E-3,-5.235987483E-4
1.236851000E0,4.886921961E-4,-2.565633971E-3,-5.934119690E-4
1.240849437E0,-2.967059845E-4,-4.886921961E-4,-9.250245057E-4
1.244849437E0,-2.600540640E-3,2.722713631E-3,-8.552113432E-4
1.248851000E0,-1.134464052E-3,-1.640609466E-3,-8.726646047E-5
1.252851000E0,4.241149873E-3,-2.391101094E-3,-4.886921961E-4
1.256849437E0,-8.726646047E-5,-5.934119690E-4,-7.504915702E-4
1.260849437E0,-7.504915702E-4,-8.901178953E-4,-8.203047328E-4
1.264851000E0,-5.235987919E-5,-2.914699726E-3,-3.839724232E-4
1.268849437E0,-2.234021435E-3,6.108652451E-4,-1.326450263E-3
1.272849437E0,-3.560471581E-3,3.176499158E-3,6.981316983E-5
1.276849437E0,-6.021386012E-3,-1.413716702E-3,-1.396263397E-4
1.280851000E0,-2.007128671E-3,-1.570796361E-3,-1.256637042E-3
1.284851000E0,-2.443460980E-4,-3.682644805E-3,-3.490658492E-5
1.288849437E0,-1.239183708E-3,1.169370604E-3,-4.886921961E-4
1.292849437E0,1.221730490E-4,7.679448463E-4,-7.504915702E-4
1.296851000E0,-8.726646047E-5,6.632251316E-4,-8.203047328E-4
1.300849437E0,-7.679448463E-4,1.919862116E-4,-5.235987483E-4
1.304849437E0,-4.886921961E-4,-1.134464052E-3,-9.075712296E-4
1.308849437E0,-1.466076588E-3,-5.759586347E-4,-5.585053586E-4
1.312851000E0,2.775073517E-3,4.537856148E-4,-3.141592606E-4
1.316849437E0,1.483529806E-3,3.001966281E-3,-6.981316837E-4
1.320849437E0,-1.919862116E-4,7.853981806E-4,-8.028514567E-4
1.324849437E0,-6.283185212E-4,-3.490658419E-4,-5.235987483E-4
1.328851000E0,-4.049163777E-3,1.692969352E-3,-4.537856148E-4
1.332849437E0,-1.954768784E-3,3.176499158E-3,-8.901178953E-4
1.336849437E0,8.726646047E-5,1.588249579E-3,-8.552113432E-4
1.340849437E0,1.832595677E-3,-9.075712296E-4,-8.377580671E-4
1.344851000E0,-4.171337001E-3,-5.235987919E-5,-5.410520826E-4
1.348849437E0,-2.111848444E-3,-7.679448463E-4,-6.108652451E-4
1.352852562E0,-1.134464052E-3,-6.283185212E-4,-1.221730490E-3
1.356849437E0,-7.330382941E-4,-1.396263397E-4,-9.424777818E-4
1.360851000E0,-1.989675453E-3,1.221730490E-4,-8.552113432E-4
1.364851000E0,-1.553343027E-3,1.919862116E-4,-1.291543595E-3
1.368849437E0,-1.291543595E-3,-6.981316983E-5,-9.599310579E-4
1.372849437E0,-1.064650831E-3,0.000000000E0,-1.326450263E-3
1.376849437E0,-1.169370604E-3,1.064650831E-3,-9.599310579E-4
1.380849437E0,-8.901178953E-4,4.363323096E-4,-1.169370604E-3
1.384851000E0,-8.203047328E-4,2.792526793E-4,-1.082104165E-3
1.388849437E0,-1.396263367E-3,6.806784077E-4,-8.901178953E-4
1.392851000E0,-1.256637042E-3,3.316125658E-4,-8.552113432E-4
1.396849437E0,-1.064650831E-3,5.410520826E-4,-5.410520826E-4
1.400849437E0,-5.585053586E-4,4.537856148E-4,-6.108652451E-4
1.404849437E0,-1.483529806E-3,0.000000000E0,-7.679448463E-4
1.408851000E0,-6.806784077E-4,-5.759586347E-4,-8.203047328E-4
1.412849437E0,-1.570796303E-4,-4.188790335E-4,-8.377580671E-4
1.416849437E0,-7.679448463E-4,-2.443460980E-4,-8.377580671E-4
1.420851000E0,-1.082104165E-3,-3.490658492E-5,-5.410520826E-4
1.424851000E0,-1.012290944E-3,1.396263397E-4,2.792526793E-4
1.428849437E0,-2.617993741E-4,-2.321287990E-3,3.490658419E-4
1.432849437E0,9.948377265E-4,-5.934119690E-4,-5.235987483E-4
1.436851000E0,-6.283185212E-4,1.570796303E-4,-7.504915702E-4
1.440851000E0,-7.330382941E-4,6.283185212E-4,-8.203047328E-4
1.444849437E0,2.443460980E-4,1.745329246E-5,-1.134464052E-3
1.448849437E0,-5.235987483E-4,-4.014257283E-4,-9.075712296E-4
1.452851000E0,-2.216568217E-3,1.099557383E-3,-1.466076588E-3
1.456851000E0,-7.155850180E-4,-1.396263397E-4,-9.948377265E-4
1.460849437E0,-4.712388909E-4,2.617993741E-4,-1.169370604E-3
1.464849437E0,-1.151917269E-3,5.410520826E-4,-6.283185212E-4
1.468851000E0,-4.363323096E-4,2.967059845E-4,-4.886921961E-4
1.472849437E0,-6.981316837E-4,-3.490658492E-5,-1.396263397E-4
1.476849437E0,-3.141592606E-4,0.000000000E0,-6.632251316E-4
1.480849437E0,-3.665191471E-4,1.570796303E-4,-4.886921961E-4
1.484851000E0,-6.806784077E-4,2.094395168E-4,-5.934119690E-4
1.488849437E0,8.726646192E-4,2.094395168E-4,-1.064650831E-3
1.492849437E0,2.268928074E-4,2.094395168E-4,-1.500983140E-3
1.496849437E0,6.981316983E-5,-6.981316983E-5,-1.605702913E-3
1.500851000E0,-4.188790335E-4,0.000000000E0,-2.094394993E-3
1.504849437E0,-2.042035107E-3,4.677482415E-3,-2.670353744E-3
1.508849437E0,-2.775073517E-3,1.378810150E-3,-1.605702913E-3
1.512849437E0,-2.216568217E-3,-6.981316983E-5,-1.640609466E-3
1.516851000E0,-1.605702913E-3,1.483529806E-3,-1.047197497E-3
1.520849437E0,-1.762782573E-3,6.981316837E-4,-1.047197497E-3
1.524849437E0,-1.186823938E-3,-1.291543595E-3,-7.330382941E-4
1.528849437E0,-1.047197497E-3,-3.141592606E-4,-8.028514567E-4
1.532851000E0,-1.605702913E-3,6.806784077E-4,-5.235987483E-4
1.536849437E0,-2.827433404E-3,1.413716702E-3,-6.108652451E-4
1.540849437E0,-5.585053586E-4,-6.981316983E-5,-7.679448463E-4
1.544849437E0,-4.363323096E-4,-2.391101094E-3,-8.203047328E-4
1.548851000E0,-5.410520826E-4,5.759586347E-4,-8.377580671E-4
1.552849437E0,-7.330382941E-4,1.658062800E-3,-8.377580671E-4
1.556849437E0,-1.064650831E-3,-1.396263397E-4,-8.377580671E-4
1.560849437E0,3.141592606E-4,-1.745329209E-4,-5.410520826E-4
1.564849437E0,-6.457717973E-4,-6.283185212E-4,-3.141592606E-4
1.568849437E0,1.780235791E-3,-2.391101094E-3,-5.410520826E-4
1.572849437E0,4.555309191E-3,-1.815142459E-3,-1.204277156E-3
1.576849437E0,4.188790335E-4,-1.570796303E-4,-6.283185212E-4
1.580849437E0,-1.745329246E-5,1.221730490E-4,-6.283185212E-4
1.584849437E0,-2.548180753E-3,-2.059488557E-3,1.047197584E-4
1.588849437E0,-2.460914198E-3,-2.757620299E-3,-5.934119690E-4
1.592851000E0,-1.082104165E-3,-2.059488557E-3,-7.679448463E-4
1.596849437E0,-1.012290944E-3,-5.061454722E-4,-8.203047328E-4
1.600849437E0,-1.919862116E-3,-1.466076588E-3,-8.377580671E-4
